Jama,Barwa zewn.,Barwa wewn.,Faktura,Domieszka,Ornament,Uwagi,Grupa techn.,guzki miseczkowate,linie ryte,guzki plastyczne,ornament choinkowy,odciski plecionki,otwory na powierzchni,do³ki paznokciowe,obmazywanie,otwory pod wylewem,do³ki palcowe,ornament pseudosznurowy,listwy karbowane,listwy plastyczne,ucha,inne/ nieokreœlone el. plastyczne,ornament stempelkowy,wciêcia w wylewach,ryte okrêgi,wyg³adzanie,nak³uwanie
29,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
29,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
29,b,c,g,0/k,,,2a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
30,b,b,ch,k,listwa plastyczna z do³kami paznokciowymi,,3b,,,,,,,1,,,,,,1,,,,,,,
30,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
30,b,b,g/ch,k,"otwór pod wylewem, odciski palcowe",,3b,,,,,,,,,1,1,,,,,,,,,,
30,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
30,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
30,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
30,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
30,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
30,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
30,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
30,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
30,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
30,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
30,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
30,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
30,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
33,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
33,b,,g/ch,k,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
33,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,"otwó na powierzchni, odciski?",talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
28,b,b,ch,k,guzek plastyczny,,3b,,,1,,,,,,,,,,,,,,,,,
28,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,"otwory na powierzchni, odcisk plecionki",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
28,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,ucho,,3a,,,,,,,,,,,,,,1,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,c,g/ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
28,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,"otwór na powierzchni, do³ki paznokciowe",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
28,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
28,c,c,g,0/k,wystaj¹cy plastyczny sto¿ek,pokrywka?/ dno?,4,,,1,,,,,,,,,,,,,,,,,
28,b,,g,k,do³ki paznokciowe tworz¹ce ornament promienisty,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
28,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
28,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
28,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,c,ch,k,do³ki paznokciowe,,2b,,,,,,,1,,,,,,,,,,,,,
28,b,,g/ch,k,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,c,ch,k,do³ki paznokciowe,,2b,,,,,,,1,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,c,g/ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
28,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
28,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,c,g,0/k,,dno,2a,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,do³ki palcowe,,3b,,,,,,,,,,1,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,g,k,,dno,3a,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,do³ki palcowe,,3b,,,,,,,,,,1,,,,,,,,,,
34,b,,g,k,do³ki palcowe,talerz-placek,3c,,,,,,,,,,1,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,g/ch,k,do³ki palcowe,,3b,,,,,,,,,,1,,,,,,,,,,
34,b,b,g/ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
34,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
34,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
34,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
34,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
37,b,,g/ch,k,"otwory na powierzchni, odcisk plecionki",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
37,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
37,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
37,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
37,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
37,b,,g/ch,k,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
37,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
37,b,,g,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
37,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
37,b,,g,k,otwór na powierzchni,,nan,,,,,,1,,,,,,,,,,,,,,
37,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
41,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
41,b,,g/ch,k,"do³ki paznokciowe, otwory na powierzchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
41,b,,g/ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,,g/ch,k,"otwory na powierzchni, odcisk plecionki",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
41,b,c,g/ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
41,b,c,g,0/k,,,2a,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g/ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,ornament pseudosznurowy/ choinkowy,,3a,,,,1,,,,,,,,,,,,,,,,
41,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
41,,,,,"otwory na powierzchni, odcisk plecionki",talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
41,b,b,g,k,ornament pseudosznurowy/ choinkowy,,3a,,,,1,,,,,,,,,,,,,,,,
41,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
41,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
41,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
41,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
41,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
41,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
45,c,b,g,k,"grupy linii tytch skoœnych i pionowych, dwie linie ryte poziome",,1,,1,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
45,b,c,ch,k,,dno,2b,,,,,,,,,,,,,,,,,,,,
45,b,b,g/ch,k,otwory pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
45,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
45,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
45,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,obmazywanie,,3b,,,,,,,,1,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
45,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
45,b,b,ch,k,do³ek paznokciowy,,3b,,,,,,,1,,,,,,,,,,,,,
45,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
45,b,b,g,roœlinna?,,,3a,,,,,,,,,,,,,,,,,,,,
45,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
45,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
45,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
